"UC Code","Faculty","Course Type","Course Status","Course Title","Points","Level","Accreditation","Course Coordinator","FLD Code","Programme(s)","CMS Entry","Course Outline","Elective","First Run","Dom Fees - 2026","Int Fees - 2026","SAC Funding"
"EDDE401","Education","Credited Short Course","Live","Learning Design Principles","10","8","Accredited",,"E2204","[]","https://curriculum.canterbury.ac.nz/cms/design/course/10228/view","/:b:/r/sites/w-Educationonlinequals/Shared%20Documents/General/Course%20Outline/EDDE401%20Learning%20Design%20Principles%20Course%20Outline.pdf?csf=1&web=1&e=U5bkvZ","[]","2022C4","$766.00","$3,183.00","False"
"SCOL201","Science","Credited Short Course","Live","Nutrition and Wellbeing","5","6","Special Topic","Julia Rucklidge","S2202","[]","https://curriculum.canterbury.ac.nz/cms/design/course/8305/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/S2202%20Nutrition%20and%20Wellbeing%20Course%20Outline.pdf?csf=1&web=1&e=E2VLi0","[]","2022C4","$316.00","$1,421.00","True"
"SOWK212","Health","Distance","Live","Family Violence","15","6","Accredited",,"H2414","[]","https://curriculum.canterbury.ac.nz/cms/design/course/8488/view",,"[]",,,,"False"
"TRNS025","None","Non-Credited Course","Live","Academic Writing Basics","0","4","Not accredited",,"X2203","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/X2203%20Academic%20Writing%20Basics%20Course%20Outline.pdf?csf=1&web=1&e=xDTpqe","[]","2022C4","$129.00","$267.00","False"
"EDDE404","Education","Credited Short Course","Live","Mentoring Teachers","5","8","Accredited",,"E2201","[]","https://curriculum.canterbury.ac.nz/cms/design/course/10226/view","/:b:/r/sites/w-Educationonlinequals/Shared%20Documents/General/Course%20Outline/EDDE404%20Mentoring%20Teachers%20-%20Course%20Information.pdf?csf=1&web=1&e=raOGnw","[]","2023C1","$383.00","$1,592.00","False"
,"None","Credited Short Course","Live","Project Management Fundamentals (WK)","2.5","5",,,"B2202","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/Project%20Management%20Fundamentals%20-%20Course%20information.pdf?csf=1&web=1&e=3sAYvf","[]","2023C1",,,"False"
"CRJU101","Law","Degree Course","Live","Introduction to Criminal Justice","15","5","Accredited","Jayson Ware","L2301","CertCJ","https://curriculum.canterbury.ac.nz/cms/design/course/2027/view","/:b:/r/sites/w-Lawonlinequals/Shared%20Documents/General/Course%20Outline/CRJU101%20Introduction%20to%20Criminal%20Justice%20-%20Course%20Information.pdf?csf=1&web=1&e=JDpIcY","[]","2023C4","$948.00","$4,263.00","False"
"SCOL101","Health","Credited Short Course","Live","GIS for Mapping","5","5","Special Topic","Matt Hobbs","H2301","[]","https://curriculum.canterbury.ac.nz/cms/design/course/8304/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/SCOL101%20GIS%20for%20Mapping%20Course%20Information.pdf?csf=1&web=1&e=eHJZOE","[]","2023C2","$316.00","$1,421.00","True"
"SCOL202","Science","Credited Short Course","Live","Psychology of Wellbeing","5","6","Special Topic",,"S2203","[]","https://curriculum.canterbury.ac.nz/cms/design/course/8306/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/Psychology-of-Wellbeing-Course-Information.pdf?csf=1&web=1&e=wcpHs7","[]","2023C2","$316.00","$1,421.00","True"
"TRNS030","Arts","Non-Credited Course","Live","Ngā Herenga","0","5","Not accredited",,"A2304","[]","https://curriculum.canterbury.ac.nz/cms/design/course/9241/view","/:b:/r/sites/w-AAI/Shared%20Documents/General/Course%20Outline/TRNS030%20Ngā%20Herenga%20Course%20Outline.pdf?csf=1&web=1&e=Vszzj7","[]","2023C3","$295.00","$627.00","False"
,"None","Credited Short Course","Live","Project Management Application (WK)","2.5","6",,,"B2301","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/Project%20Management%20Application%20-%20Course%20information.pdf?csf=1&web=1&e=I3cSRA","[]","2023C2",,,"False"
"OPSY610","Science","Degree Course","Live","Key Topics in Organisational Psychology","15","8","Accredited",,"S2305","MOrgPsyc,PGCertOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7434/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY610%20Key%20topics%20in%20Organisational%20Psychology%20Course%20Information.pdf?csf=1&web=1&e=4oPNpf","[]","2023C4","$1,247.00","$5,663.00","False"
"DATA401","Science","Degree Course","Live","Introduction to Data Science","15","8","Accredited",,"S2314","MADS,PGDipADS","https://curriculum.canterbury.ac.nz/cms/design/course/2144/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/DATA401%20Introduction%20to%20Data%20Science%20Course%20Information%20.pdf?csf=1&web=1&e=by9fiW","[]","2024C1","$1,206.00","$5,663.00","False"
"HLTH465","Health","Degree Course","Live","Professional Frameworks for Nursing Practice","30","8","Accredited",,"H2302","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/5823/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH465%20Professional%20Framework%20for%20nursing%20practice%20Course%20Information.pdf?csf=1&web=1&e=Lz4s6w","[]","2024C1","$2,676.00","$11,750.00","False"
"HLTH466","Health","Degree Course","Live","Health Assessment, Physiology and Pharmacology","30","8","Accredited",,"H2303","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/5824/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH466%20Health%20Assessment,%20Physiology%20and%20Pharmacology%20for%20Clinical%20Practice%20-%20Course%20Information.pdf?csf=1&web=1&e=30Oht3","[]","2024C1","$2,676.00","$11,750.00","False"
"MAOR108","Arts","Degree Course","Live","Te Patu a Maui: The Treaty of Waitangi","15","5","Accredited",,"A2301","CertCJ","https://curriculum.canterbury.ac.nz/cms/design/course/6453/view","/:b:/r/sites/w-AAI/Shared%20Documents/General/Course%20Outline/MAOR108%20The%20Treaty%20of%20Waitange%20Course%20Outline.pdf?csf=1&web=1&e=5eziO6","[]","2024C1","$948.00","$4,263.00","False"
"MBAD615","Business","Degree Course","Live","Leading Ourselves","10","8","Accredited","Ellie Norris","B2306","PGCertStratLdrship,MEM,PGDipEM","https://curriculum.canterbury.ac.nz/cms/design/course/6685/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBAD615%20Leading%20Ourselves%20Course%20Outline.pdf?csf=1&web=1&e=jKabBs","MSFI,PGDipSFI","2024C1","$798.00","$3,490.00","False"
"OPSY619","Science","Degree Course","Live","Psychology of Stress, Health and Wellbeing","15","8","Accredited",,"S2304","MOrgPsyc,PGCertOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7439/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY619%20Psychology%20of%20stress,%20health%20and%20wellbeing%20Course%20Information.pdf?csf=1&web=1&e=rI6nea","[]","2024C1","$1,247.00","$5,663.00","False"
"PRFD110","Business","Non-Credited Course","Live","Professional Project Management","0","6","Not accredited","Sean Whitaker","B2304","[]","https://curriculum.canterbury.ac.nz/cms/design/course/9404/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/PRFD110%20Professional%20Project%20Management%20Course%20Information.pdf?csf=1&web=1&e=IRAqI9","[]","2024C1","$495.00","$1,029.00","False"
"SCOL203","Science","Credited Short Course","Live","Lifestyle and Wellbeing","5","6","Accredited","Julia Rucklidge","S2204","[]","https://curriculum.canterbury.ac.nz/cms/design/course/8307/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/Lifestyle-and-Wellbeing-Course-Information.pdf?csf=1&web=1&e=lWU6hK","[]","2024C1","$316.00","$1,421.00","True"
"CRJU120","Law","Degree Course","Live","Understanding Human Behaviour in Criminal Justice","15","5","Pending",,"L2305","CertCJ","https://curriculum.canterbury.ac.nz/cms/design/course/2028/view","/:b:/r/sites/w-Lawonlinequals/Shared%20Documents/General/Course%20Outline/CRJU120%20UCO%20Course%20Information.pdf?csf=1&web=1&e=SQ0bBJ","[]","2024C2","$948.00","$4,263.00","False"
"MBAD642","Business","Degree Course","Live","Leading Teams","10","8","Accredited","Ellie Norris","B2307","PGCertStratLdrship","https://curriculum.canterbury.ac.nz/cms/design/course/6690/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBAD642%20Leading%20Teams%20Course%20Information.pdf?csf=1&web=1&e=RTMglw","[]","2024C2","$798.00","$3,490.00","False"
"MBUS655","Business","Degree Course","Discontinued","Project Management Fundamentals (PG)","5","8","Special Topic",,"B2311","MADS,PGDipADS","https://curriculum.canterbury.ac.nz/cms/design/course/6807/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBUS655%20Project%20Management%20Fundamentals%20-%20Course%20Information.pdf?csf=1&web=1&e=mu7fDh","[]","2024C2",,,"False"
"OPSY621","Science","Degree Course","Live","Recruitment and Selection","15","8","Accredited",,"S2302","MOrgPsyc,PGCertOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7441/view",,"[]","2024C2","$1,247.00","$5,663.00","False"
"PHIL139","Law","Degree Course","Live","Ethics, Politics and Justice","15","5","Accredited",,"L2304","CertCJ","https://curriculum.canterbury.ac.nz/cms/design/course/7559/view","/:b:/r/sites/w-Lawonlinequals/Shared%20Documents/General/Course%20Outline/PHIL139%20UCO%20Course%20Information.pdf?csf=1&web=1&e=oFYFNG","[]","2024C2","$948.00","$4,263.00","False"
"PHIL426","Arts","Degree Course","Live","Data Ethics","10","8","Accredited",,"A2303","MADS,PGDipADS","https://curriculum.canterbury.ac.nz/cms/design/course/7616/view","/:b:/r/sites/w-AAI/Shared%20Documents/General/Course%20Outline/PHIL426%20Data%20Ethics%20Course%20Outline.pdf?csf=1&web=1&e=JO4NuE","[]","2024C2","$766.00","$3,182.00","True"
"COSC480","Engineering","Degree Course","Live","Computer Programming","15","8","Accredited","Walter Guttmann","G2303","MADS,PGDipADS","https://curriculum.canterbury.ac.nz/cms/design/course/2000/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/COSC480%20Computer%20Programming%20-%20Course%20Information.pdf?csf=1&web=1&e=oE6u3n","MEM,PGDipEM","2024C3","$1,247.00","$5,663.00","False"
"EDDE402","Education","Credited Short Course","Inactive","Learning Design and Development","10","8","Accredited",,"E2202","[]","https://curriculum.canterbury.ac.nz/cms/design/course/10227/view",,"[]","2023C2","$766.00","$3,183.00","False"
"HLTH467","Health","Degree Course","Live","Mental Health and Addictions","30","8","Accredited",,"H2304","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/5825/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH467%20Mental%20Health%20and%20Addiction%20Course%20Information.pdf?csf=1&web=1&e=iMZtcw","[]","2024C3","$2,676.00","$11,750.00","False"
"HLTH468","Health","Degree Course","Live","Acute and Long Term Health Care","30","8","Accredited",,"H2305","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/10964/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH468%20Acute%20and%20Long-term%20Care%20-%20Course%20Information.pdf?csf=1&web=1&e=LtRbfw","[]","2024C3","$2,676.00","$11,750.00","False"
"MBAD605","Business","Degree Course","Live","Leading People and Performance","10","8","Accredited","Ellie Norris","B2310","PGCertStratLdrship","https://curriculum.canterbury.ac.nz/cms/design/course/6681/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBAD605%20Leading%20People%20and%20Performance%20-%20Course%20Information.pdf?csf=1&web=1&e=OVgVEA","[]","2024C3","$798.00","$3,490.00","False"
"OPSY613","Science","Degree Course","Live","Training and Development","15","8","Accredited",,"S2301","MOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7436/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY613%20Training%20and%20Development%20Course%20Outline.pdf?csf=1&web=1&e=3FeQXJ","[]","2024C3","$1,247.00","$5,663.00","False"
"PRFD120","Law","Non-Credited Course","Live","Law and Disaster Risk Reduction: An Introduction to Disaster Law","0","5","Not accredited",,"L2303","[]",,"/:b:/r/sites/w-Lawonlinequals/Shared%20Documents/General/Course%20Outline/PRFD120%20Disaster%20Law%20Course%20Information.pdf?csf=1&web=1&e=hM9RbR","[]","2024C4","$281.00","$563.00","False"
"EMGT610","Engineering","Degree Course","Live","Engineering Project Management","20","8","Accredited",,"G2409","MEM","https://curriculum.canterbury.ac.nz/cms/design/course/10516/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/EMGT610%20Course%20Outline.pdf?csf=1&web=1&e=lacAn4","[]","2024C4","$1,793.00","$8,652.00","False"
"MBAD631","Business","Degree Course","Live","Leading Business Strategy","10","8","Accredited","Ellie Norris","B2308","PGCertStratLdrship","https://curriculum.canterbury.ac.nz/cms/design/course/6687/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBAD631%20UCO%20Course%20Information.pdf?csf=1&web=1&e=S7U8wZ","[]","2024C4","$798.00","$3,490.00","False"
"OPSY612","Science","Degree Course","Live","Performance Management and Appraisal","15","8","Accredited",,"S2309","MOrgPsyc,PGCertOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7435/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY612%20Performance%20management%20and%20appraisalCourse%20information.pdf?csf=1&web=1&e=7IMEBG","[]","2024C4","$1,247.00","$5,663.00","False"
,"Engineering","Credited Short Course","Inactive","Powering your PCB","5",,"Not accredited",,,"[]",,,"[]",,,,"False"
,"Engineering","Credited Short Course","Inactive","Advanced Research Project","5",,"Not accredited",,,"[]",,,"[]",,,,"False"
,"Engineering","Credited Short Course","Inactive","Structural Fire Design","5",,"Not accredited",,,"[]",,,"[]",,,,"False"
"DATA420","Science","Degree Course","Live","Scalable Data Science","15","8","Accredited",,"S2401","MADS,PGDipADS","https://curriculum.canterbury.ac.nz/cms/design/course/2149/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/DATA420%20Scalable%20Data%20Science%20Course%20information.pdf?csf=1&web=1&e=4CKONv","MEM,PGDipEM","2025C1","$1,247.00","$5,663.00","False"
"EDDE403","Education","Credited Short Course","Live","Learning Design with Artificial Intelligence","10","8","Accredited",,"E2301","[]","https://curriculum.canterbury.ac.nz/cms/design/course/10225/view","/:b:/r/sites/w-Educationonlinequals/Shared%20Documents/General/Course%20Outline/EDDE403%20Learning%20Design%20with%20AI%20Course%20Outline.pdf?csf=1&web=1&e=rHFIOE","[]","2025C1","$766.00","$3,183.00","True"
"EMGT605","Engineering","Degree Course","Live","Sustainability Systems in Engineering","15","8","Accredited",,"G2301","MEM","https://curriculum.canterbury.ac.nz/cms/design/course/10515/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/EMGT605%20Sustainability%20in%20Engineering%20-%20Course%20information.pdf?csf=1&web=1&e=xkh3eC","[]","2025C1","$1,344.00","$6,488.00","False"
"MKTG640","Business","Degree Course","Live","Digital Marketing","15","8","Accredited",,"B2403","PGCertDigiMktg,MMktg (Online-to-campus - 60pt)","https://curriculum.canterbury.ac.nz/cms/design/course/11554/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBUS626%20Digital%20marketing%20course%20information.pdf?csf=1&web=1&e=Uf4ILz","[]","2025C1","$1,198.00","$4,738.00","False"
"OPSY614","Science","Degree Course","Live","Leadership in Organisations","15","8","Accredited",,"S2308","MOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7437/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY614%20Leadership%20in%20organisations%20Course%20information.pdf?csf=1&web=1&e=u2idQI","[]","2025C1","$1,247.00","$5,663.00","False"
,"Education","Accelerated Learning","Live","AI Essentials for Educators","0",,"Not accredited",,"E2401","[]",,"/:b:/r/sites/w-Educationonlinequals/Shared%20Documents/General/Course%20Outline/AI%20Essentials%20for%20Educators%20Course%20Outline.pdf?csf=1&web=1&e=Ryigar","[]","2025C1A","$395.00","$821.00","False"
"COUN681","Health","Degree Course","Live","Solution-focused Theory and Skills with Individuals and Groups","30","8","Accredited",,"H2401","PGCertCounSt","https://curriculum.canterbury.ac.nz/cms/design/course/2019/view","/:b:/r/sites/p-Counsellingprogramme/Shared%20Documents/General/Course%20Outlines/COUN681%20-%20Course%20overview.pdf?csf=1&web=1&e=ZpuLYL","[]","2025S1","$2,492.00","$11,325.00","False"
"HLTH661","Health","Degree Course","Live","Advanced Pathophysiology","30","8","Accredited",,"H2403","PGDipNurs","https://curriculum.canterbury.ac.nz/cms/design/course/5850/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH661%20Advanced%20Pathophysiology%20-%20Course%20information.pdf?csf=1&web=1&e=luirXK","PGDipCEP","2025S1","$2,492.00","$11,325.00","False"
"HLTH663","Health","Degree Course","Live","Advanced Pharmacology","30","8","Accredited",,"H2404","PGDipNurs","https://curriculum.canterbury.ac.nz/cms/design/course/5852/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH663%20Advanced%20Pharmacology%20-%20Course%20information.pdf?csf=1&web=1&e=2miWSN","[]","2025S1","$2,492.00","$11,325.00","False"
"HLTH672","Health","Degree Course","Live","Whānau and Community Health","30","8","Accredited",,"H2306","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/5855/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH672%20UCO%20Course%20Information.pdf?csf=1&web=1&e=bafiHB","[]","2025S1","$2,492.00","$11,325.00","False"
"HLTH692","Health","Degree Course","Live","Evidence for Clinical Practice","30","8","Accredited",,"H2307","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/5859/view","/:w:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH692%20UCO%20Course%20Information.docx?d=we7ee2f69e1204715ab0f0b5d49dbeeb1&csf=1&web=1&e=Oj6bm7","PGDipCEP","2025S1","$2,494.00","$11,325.00","False"
"BSLA403","Education","Credited Short Course","Live","Class Teaching (Year 4-8) in BSLA Structured Literacy","10","8","Accredited","Amy Scott","E2503","BSLA","https://curriculum.canterbury.ac.nz/cms/design/course/9912/view",,"[]","2025C2","$1,150.00","$4,775.00","False"
"BSLA402","Education","Credited Short Course","Live"," Class Teaching (Year 0-3) in BSLA Structured Literacy","15","8","Accredited","Amy Scott","E2502","BSLA","https://curriculum.canterbury.ac.nz/cms/design/course/10141/view",,"[]","2025C2","$1,150.00","$4,775.00","False"
"BSLA401","Education","Credited Short Course","Live","Literacy Leadership in BSLA Structured Literacy","15","8","Accredited","Amy Scott","E2501","BSLA","https://curriculum.canterbury.ac.nz/cms/design/course/10138/view",,"[]","2025C2","$1,150.00","$4,775.00","False"
"EMGT602","Engineering","Degree Course","Live","Engineering Knowledge Management","15","8","Accredited",,"G2402","MEM","https://curriculum.canterbury.ac.nz/cms/design/course/10513/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/EMGT602%20Course%20Outline.pdf?csf=1&web=1&e=3Uj82m","[]","2025C2",,,"False"
"STAT462","Science","Degree Course","Live","Data Mining","15","8","Accredited",,"S2403","MADS,PGDipADS","https://curriculum.canterbury.ac.nz/cms/design/course/8817/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/STAT462%20Data%20Mining%20Course%20Information.pdf?csf=1&web=1&e=eqgP5w","MEM,PGDipEM","2025C2","$1,206.00","$5,663.00","False"
,"None","Non-Credited Course","Live","Advanced Professional Project Management","0","6","Not accredited",,"B2407","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/Advance%20Professional%20Project%20Management%20Course%20Outline.pdf?csf=1&web=1&e=hEyOgU","[]","2025C2","$695.00","$1,444.00","False"
"MBAD617","Business","Degree Course","Live","Leading Complex Systems","10","8","Accredited","Ellie Norris","B2309","PGCertStratLdrship","https://curriculum.canterbury.ac.nz/cms/design/course/9437/view","/:b:/r/sites/w-DigiMktg/Shared%20Documents/General/Course%20Outline/MBAD617%20Leading%20Complex%20Systems%20Course%20Outline.pdf?csf=1&web=1&e=mMVFhS","[]","2025C2","$798.00","$3,157.00","False"
"OPSY618","Science","Degree Course","Live","Organisational Change: Directions for Org Psych Practice","15","8","Accredited",,"S2310","MOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/7438/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY618%20Organisational%20Change%20Course%20Information.pdf?csf=1&web=1&e=O8pVeB","[]","2025C2","$1,247.00","$5,663.00","False"
,"None","Accelerated Learning","Live","Effective Communication for Work","0",,"Not accredited",,"B2409","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/Effective%20Communication%20at%20Work%20Course%20Outline.pdf?csf=1&web=1&e=UhSBIN","[]","2025C2A","$395.00","$821.00","False"
"Short course","None","Accelerated Learning","Not started","Finance for Managers","0",,"Not accredited",,"B2411","[]",,,"[]",,"$395.00","$821.00","False"
,"Education","Accelerated Learning","Live","Designing Authentic Assessment in the Age of AI","0",,"Not accredited",,"E2402","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/Effective%20Communication%20at%20Work%20Course%20Outline.pdf?csf=1&web=1&e=dE5fj4","[]","2025C2A","$395.00","$821.00","False"
,"None","Accelerated Learning","Live","Get Better at Generative AI","0",,"Not accredited",,"X2501","[]",,"/:b:/r/sites/w-Shortcoursedevt/Shared%20Documents/General/Course%20Outline/Get%20Better%20at%20Generative%20AI%20Course%20Outline.pdf?csf=1&web=1&e=OoYhyp","[]","2025C2A","$129.00","$267.00","False"
"LLAW321","Law","Distance","Inactive","Tikanga Māori | Māori Laws and Philosophy","15","5","Accredited",,"L2401","[]","https://curriculum.canterbury.ac.nz/cms/design/course/11211/view",,"[]",,,,"False"
"NURS664","Health","Degree Course","Live","RN Prescribing Practicum","30","8","Accredited",,"H2406","PGDipNurs","https://curriculum.canterbury.ac.nz/cms/design/course/7406/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/NURS664%20RN%20Prescribing%20Practicum%20-%20Course%20information.pdf?csf=1&web=1&e=6UXQnQ","[]","2025C4","$2,494.00","$11,325.00","False"
"COUN671","Health","Degree Course","Live","Counselling and Psychology: Theories and Skills","30","8","Accredited",,"H2402","PGCertCounSt","https://curriculum.canterbury.ac.nz/cms/design/course/2010/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/COUN671%20Counselling%20Course%20Information.pdf?csf=1&web=1&e=gzxTGB","[]","2025S2","$2,494.00","$11,325.00","False"
"HLTH662","Health","Degree Course","Live","Advanced Health Assessment","30","8","Accredited",,"H2405","PGDipNurs","https://curriculum.canterbury.ac.nz/cms/design/course/15419/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLHT662%20Advanced%20Health%20Assessment%20-%20Course%20information.pdf?csf=1&web=1&e=iw5y0O","PGDipCEP","2025S2","$2,494.00","$11,325.00","False"
"HLTH673","Health","Degree Course","Live","Advanced Professional Practice","30","8","Accredited",,"H2407","MAdvNurs","https://curriculum.canterbury.ac.nz/cms/design/course/5856/view","/:w:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH673%20UCO%20Course%20Information.docx?d=w0dba4d8b9c714eeab297142d9f46ad87&csf=1&web=1&e=uEbqny","[]","2025S2","$2,494.00","$11,325.00","False"
"HLTH699","Health","Degree Course","Live","Professional Portfolio; Nursing","60","8","Accredited",,"H2308","MHealSc","https://curriculum.canterbury.ac.nz/cms/design/course/10551/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/HLTH699%20Professional%20Portfolio%20Course%20Information.pdf?csf=1&web=1&e=iJdwfS","[]","2025S2","$4,988.00","$22,650.00","False"
"SSCI411","Health","Degree Course","Live","Exercise Rehabilitation in Cardiac, Complex and Chronic Conditions","30","8","Accredited",,"H2411","PGCertCEP,PGDipCEP","https://curriculum.canterbury.ac.nz/cms/design/course/9410/view","/:b:/r/sites/MHealthSciNursing/Shared%20Documents/General/Course%20Outline/SSCI411%20Course%20Information.pdf?csf=1&web=1&e=Az7Bgb","[]","2025S2","$2,572.00","$11,325.00","False"
"MAOR165","Arts","Distance","Ready for launch","Tuakiri: Culture and Identity",,"5","Accredited","Madi Williams","A2509","[]","https://curriculum.canterbury.ac.nz/cms/design/course/6465/view",,"[]","2025C3",,,"False"
"BSLA404","Education","Credited Short Course","Live","Specialist Teaching in BSLA Structured Literacy","15","8","Special Topic",,"E2504","BSLA","https://curriculum.canterbury.ac.nz/cms/design/course/11638/view",,"[]","2025C3","$1,150.00","$4,775.00","False"
"EMGT611","Engineering","Credited Short Course","Live","Risk Management Essentials","5","8","Accredited","Daniel van der Walt","B2410","[]","https://curriculum.canterbury.ac.nz/cms/design/course/10149/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/EMGT611%20Risk%20Management%20Essentials%20Course%20Outline.pdf?csf=1&web=1&e=Jdnt0s","MEM,PGDipEM,MPM,PGDipPMgt,MSFI,PGDipSFI","2025C3","$448.00","$2,163.00","True"
"COSC448","Engineering","Degree Course","Live","Ethical Hacking","15","8","Accredited","Ke He","G2411","PGCertCySec","https://curriculum.canterbury.ac.nz/cms/design/course/10154/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/COSC448%20Ethical%20Hacking%20-%20Course%20information.pdf?csf=1&web=1&e=ipqY2n","MADS,PGDipADS","2025C3","$1,247.00","$5,663.00","False"
"DIGI405","Science","Degree Course","Live","Texts, Discourses and Data","15","8","Accredited","Christopher Thomson","A2305","MADS","https://curriculum.canterbury.ac.nz/cms/design/course/11100/view","/:b:/r/sites/AppliedDataScience/Shared%20Documents/General/Course%20Outline/DIGI405%20Course%20Outline.pdf?csf=1&web=1&e=GqeBRL","MEM,PGDipEM","2025C3","$1,150.00","$4,775.00","False"
"ACCT601","Business","Degree Course","Live","Accounting and Financial Information","15","8","Accredited",,"B2401","MEM","https://curriculum.canterbury.ac.nz/cms/design/course/10565/view","/:b:/r/sites/w-EngMgmt/Shared%20Documents/General/Course%20Outline/ACCT601%20Course%20Outline.pdf?csf=1&web=1&e=MEpBrS","[]","2025C3","$1,198.00","$4,738.00","False"
"OPSY620","Science","Degree Course","Live","Contemporary Issues in Org Psych","15","8","Accredited",,"S2311","MOrgPsyc","https://curriculum.canterbury.ac.nz/cms/design/course/11752/view","/:b:/r/sites/w-Scienceonlinequals/Shared%20Documents/General/Course%20Outline/OPSY620%20Contemporary%20Issues%20in%20Org%20Psych%20Course%20information.pdf?csf=1&web=1&e=GGQrNG","[]","2025C3","$1,247.00","$4,665.00","False"
"COMS430","Arts","Degree Course","Live","Building Influence","15","8","Accredited","Samara Anarbaeva","A2402","MStratCom","https://curriculum.canterbury.ac.nz/cms/design/course/9617/view","/:b:/r/sites/w-AAI/Shared%20Documents/General/Course%20Outline/COMS430%20Course%20Outline.pdf?csf=1&web=1&e=leQOQx","MSFI,PGDipSFI,PGCertSFI","2025C4","$1,150.00","$4,775.00","False"
